,game_date,total_pts,total_min,total_games,season_type,season,league_avg_ppm,days_since_last_game,date_num
704,2017-01-14,1051.0,2399.0,5,2,2017,4.380992080033347,1.0,80
705,2017-01-15,1511.0,3365.0,7,2,2017,4.490341753343239,1.0,81
706,2017-01-16,1931.0,4324.0,9,2,2017,4.46577243293247,1.0,82
707,2017-01-17,1121.0,2401.0,5,2,2017,4.668887963348605,1.0,83
708,2017-01-18,1862.0,4321.0,9,2,2017,4.309187688035177,1.0,84
709,2017-01-19,1065.0,2404.0,5,2,2017,4.430116472545757,1.0,85
710,2017-01-20,1889.0,4366.0,9,2,2017,4.3266147503435635,1.0,86
711,2017-01-21,2391.0,5383.0,11,2,2017,4.4417610997585,1.0,87
712,2017-01-22,848.0,1918.0,4,2,2017,4.421272158498436,1.0,88
713,2017-01-23,1937.0,4329.0,9,2,2017,4.474474474474475,1.0,89
714,2017-01-24,1287.0,2886.0,6,2,2017,4.459459459459459,1.0,90
715,2017-01-25,2164.0,4847.0,10,2,2017,4.46461728904477,1.0,91
716,2017-01-26,850.0,1923.0,4,2,2017,4.420176807072282,1.0,92
717,2017-01-27,2167.0,4848.0,10,2,2017,4.4698844884488445,1.0,93
718,2017-01-28,1566.0,3409.0,7,2,2017,4.593722499266647,1.0,94
719,2017-01-29,1506.0,3362.0,7,2,2017,4.479476502082094,1.0,95
720,2017-01-30,1291.0,2930.0,6,2,2017,4.406143344709897,1.0,96
721,2017-01-31,1271.0,2927.0,6,2,2017,4.342330030748206,1.0,97
722,2017-02-01,2552.0,5761.0,12,2,2017,4.429786495400104,1.0,98
723,2017-02-02,886.0,1921.0,4,2,2017,4.6121811556481,1.0,99
724,2017-02-03,1955.0,4370.0,9,2,2017,4.473684210526316,1.0,100
725,2017-02-04,2117.0,4857.0,10,2,2017,4.358657607576694,1.0,101
726,2017-02-05,611.0,1441.0,3,2,2017,4.240111034004164,1.0,102
727,2017-02-06,2361.0,5332.0,11,2,2017,4.427981995498874,1.0,103
728,2017-02-07,677.0,1444.0,3,2,2017,4.688365650969529,1.0,104
729,2017-02-08,2619.0,5815.0,12,2,2017,4.503869303525366,1.0,105
730,2017-02-09,1100.0,2455.0,5,2,2017,4.480651731160896,1.0,106
731,2017-02-10,1995.0,4328.0,9,2,2017,4.609519408502773,1.0,107
732,2017-02-11,1772.0,3847.0,8,2,2017,4.606186638939433,1.0,108
733,2017-02-12,797.0,1924.0,4,2,2017,4.142411642411642,1.0,109
734,2017-02-13,2309.0,5323.0,11,2,2017,4.33777944767988,1.0,110
735,2017-02-14,616.0,1443.0,3,2,2017,4.2688842688842685,1.0,111
736,2017-02-15,2904.0,6731.0,14,2,2017,4.314366364581786,1.0,112
737,2017-02-16,416.0,961.0,2,2,2017,4.328824141519251,1.0,113
738,2017-02-19,374.0,479.0,1,2,2017,7.807933194154489,3.0,114
739,2017-02-23,1340.0,2930.0,6,2,2017,4.573378839590443,4.0,115
740,2017-02-24,2105.0,4851.0,10,2,2017,4.3393114821686245,1.0,116
741,2017-02-25,1676.0,3842.0,8,2,2017,4.362311296199896,1.0,117
742,2017-02-26,1703.0,3889.0,8,2,2017,4.379017742350219,1.0,118
743,2017-02-27,1419.0,3356.0,7,2,2017,4.228247914183552,1.0,119
744,2017-02-28,1355.0,2930.0,6,2,2017,4.624573378839591,1.0,120
745,2017-03-01,2235.0,5286.0,11,2,2017,4.228149829738933,1.0,121
746,2017-03-02,627.0,1443.0,3,2,2017,4.345114345114345,1.0,122
747,2017-03-03,2165.0,4845.0,10,2,2017,4.468524251805985,1.0,123
748,2017-03-04,1719.0,3896.0,8,2,2017,4.412217659137577,1.0,124
749,2017-03-05,1468.0,3413.0,7,2,2017,4.3012012891883975,1.0,125
750,2017-03-06,2300.0,5279.0,11,2,2017,4.3568857738208,1.0,126
751,2017-03-07,738.0,1440.0,3,2,2017,5.125,1.0,127
752,2017-03-08,2264.0,5288.0,11,2,2017,4.281391830559758,1.0,128
753,2017-03-09,1067.0,2447.0,5,2,2017,4.360441356763384,1.0,129
754,2017-03-10,1675.0,3892.0,8,2,2017,4.303699897225077,1.0,130
755,2017-03-11,2522.0,5866.0,12,2,2017,4.299352199113535,1.0,131
756,2017-03-12,1286.0,2885.0,6,2,2017,4.457538994800693,1.0,132
757,2017-03-13,1724.0,3843.0,8,2,2017,4.48607858443924,1.0,133
758,2017-03-14,1005.0,2400.0,5,2,2017,4.1875,1.0,134
759,2017-03-15,2072.0,4803.0,10,2,2017,4.313970435144701,1.0,135
760,2017-03-16,1281.0,2876.0,6,2,2017,4.454102920723226,1.0,136
761,2017-03-17,1654.0,3840.0,8,2,2017,4.307291666666667,1.0,137
762,2017-03-18,1595.0,3837.0,8,2,2017,4.15689340630701,1.0,138
763,2017-03-19,1749.0,3832.0,8,2,2017,4.56419624217119,1.0,139
764,2017-03-20,1509.0,3412.0,7,2,2017,4.422626025791325,1.0,140
765,2017-03-21,1639.0,3888.0,8,2,2017,4.215534979423868,1.0,141
766,2017-03-22,1717.0,3839.0,8,2,2017,4.472518885126335,1.0,142
767,2017-03-23,993.0,2401.0,5,2,2017,4.135776759683465,1.0,143
768,2017-03-24,2256.0,4854.0,10,2,2017,4.647713226205192,1.0,144
769,2017-03-25,1041.0,2406.0,5,2,2017,4.326683291770574,1.0,145
770,2017-03-26,2089.0,4798.0,10,2,2017,4.353897457273864,1.0,146
771,2017-03-27,1196.0,2881.0,6,2,2017,4.151336341548073,1.0,147
772,2017-03-28,1722.0,3841.0,8,2,2017,4.483207498047383,1.0,148
773,2017-03-29,2128.0,4856.0,10,2,2017,4.382207578253706,1.0,149
774,2017-03-30,1057.0,2402.0,5,2,2017,4.400499583680267,1.0,150
775,2017-03-31,2290.0,5335.0,11,2,2017,4.29240862230553,1.0,151
776,2017-04-01,1148.0,2400.0,5,2,2017,4.783333333333333,1.0,152
777,2017-04-02,2660.0,5864.0,12,2,2017,4.536152796725784,1.0,153
778,2017-04-03,219.0,478.0,1,2,2017,4.581589958158996,1.0,154
779,2017-04-04,2345.0,5329.0,11,2,2017,4.400450365922312,1.0,155
780,2017-04-05,1681.0,3845.0,8,2,2017,4.371911573472041,1.0,156
781,2017-04-06,1258.0,2881.0,6,2,2017,4.3665393960430405,1.0,157
782,2017-04-07,1879.0,4322.0,9,2,2017,4.347524294308191,1.0,158
783,2017-04-08,1664.0,3838.0,8,2,2017,4.33559145388223,1.0,159
784,2017-04-09,1579.0,3407.0,7,2,2017,4.634575873202231,1.0,160
785,2017-04-10,1887.0,4366.0,9,2,2017,4.322033898305085,1.0,161
786,2017-04-11,1014.0,2406.0,5,2,2017,4.214463840399002,1.0,162
787,2017-04-12,2887.0,6724.0,14,2,2017,4.293575252825699,1.0,163
788,2017-04-15,782.0,1921.0,4,3,2017,4.070796460176991,3.0,164
789,2017-04-16,864.0,1921.0,4,3,2017,4.497657470067673,1.0,165
790,2017-04-17,406.0,958.0,2,3,2017,4.237995824634655,1.0,166
791,2017-04-18,604.0,1444.0,3,3,2017,4.1828254847645425,1.0,167
792,2017-04-19,627.0,1436.0,3,3,2017,4.366295264623956,1.0,168
793,2017-04-20,613.0,1438.0,3,3,2017,4.262865090403338,1.0,169
794,2017-04-21,636.0,1435.0,3,3,2017,4.43205574912892,1.0,170
795,2017-04-22,827.0,1972.0,4,3,2017,4.19371196754564,1.0,171
796,2017-04-23,832.0,1923.0,4,3,2017,4.326573062922517,1.0,172
797,2017-04-24,654.0,1438.0,3,3,2017,4.54798331015299,1.0,173
798,2017-04-25,611.0,1440.0,3,3,2017,4.243055555555555,1.0,174
799,2017-04-26,407.0,961.0,2,3,2017,4.235171696149844,1.0,175
800,2017-04-27,380.0,962.0,2,3,2017,3.95010395010395,1.0,176
801,2017-04-28,593.0,1443.0,3,3,2017,4.1094941094941095,1.0,177
802,2017-04-30,429.0,961.0,2,3,2017,4.464099895941728,2.0,178
803,2017-05-01,446.0,957.0,2,3,2017,4.660397074190177,1.0,179
804,2017-05-02,448.0,1012.0,2,3,2017,4.426877470355731,1.0,180
805,2017-05-03,445.0,965.0,2,3,2017,4.61139896373057,1.0,181
806,2017-05-04,424.0,963.0,2,3,2017,4.402907580477674,1.0,182
807,2017-05-05,404.0,956.0,2,3,2017,4.2259414225941425,1.0,183
808,2017-05-06,193.0,480.0,1,3,2017,4.020833333333333,1.0,184
809,2017-05-07,663.0,1441.0,3,3,2017,4.6009715475364334,1.0,185
810,2017-05-08,216.0,481.0,1,3,2017,4.490644490644491,1.0,186
811,2017-05-09,217.0,530.0,1,3,2017,4.09433962264151,1.0,187
812,2017-05-10,224.0,479.0,1,3,2017,4.676409185803758,1.0,188
813,2017-05-11,189.0,478.0,1,3,2017,3.9539748953974896,1.0,189
814,2017-05-12,183.0,479.0,1,3,2017,3.8204592901878915,1.0,190
815,2017-05-14,224.0,481.0,1,3,2017,4.656964656964657,2.0,191
816,2017-05-15,220.0,481.0,1,3,2017,4.573804573804574,1.0,192
817,2017-05-16,236.0,484.0,1,3,2017,4.87603305785124,1.0,193
818,2017-05-17,221.0,480.0,1,3,2017,4.604166666666667,1.0,194
819,2017-05-19,216.0,482.0,1,3,2017,4.481327800829876,2.0,195
820,2017-05-20,228.0,481.0,1,3,2017,4.74012474012474,1.0,196
821,2017-05-21,219.0,479.0,1,3,2017,4.572025052192067,1.0,197
822,2017-05-22,244.0,480.0,1,3,2017,5.083333333333333,1.0,198
823,2017-05-23,211.0,478.0,1,3,2017,4.414225941422594,1.0,199
824,2017-05-25,237.0,480.0,1,3,2017,4.9375,2.0,200
825,2017-06-01,204.0,478.0,1,3,2017,4.2677824267782425,7.0,201
826,2017-06-04,245.0,479.0,1,3,2017,5.11482254697286,3.0,202
827,2017-06-07,231.0,481.0,1,3,2017,4.802494802494802,3.0,203
828,2017-06-09,253.0,481.0,1,3,2017,5.25987525987526,2.0,204
829,2017-06-12,249.0,481.0,1,3,2017,5.1767151767151764,3.0,205
830,2017-10-17,444.0,961.0,2,2,2018,4.620187304890739,127.0,1
831,2017-10-18,2366.0,5285.0,11,2,2018,4.47682119205298,1.0,2
832,2017-10-19,606.0,1444.0,3,2,2018,4.196675900277008,1.0,3
833,2017-10-20,2178.0,4802.0,10,2,2018,4.53561016243232,1.0,4
834,2017-10-21,2240.0,5281.0,11,2,2018,4.241620905131604,1.0,5
835,2017-10-22,679.0,1438.0,3,2,2018,4.721835883171071,1.0,6
836,2017-10-23,1644.0,3841.0,8,2,2018,4.280135381411091,1.0,7
837,2017-10-24,1295.0,2888.0,6,2,2018,4.484072022160665,1.0,8
838,2017-10-25,2093.0,4852.0,10,2,2018,4.313685078318219,1.0,9
839,2017-10-26,976.0,2402.0,5,2,2018,4.063280599500416,1.0,10
840,2017-10-27,1466.0,3367.0,7,2,2018,4.354024354024355,1.0,11
841,2017-10-28,1574.0,3844.0,8,2,2018,4.094693028095734,1.0,12
842,2017-10-29,1506.0,3363.0,7,2,2018,4.4781445138269405,1.0,13
843,2017-10-30,1945.0,4373.0,9,2,2018,4.447747541733364,1.0,14
844,2017-10-31,827.0,1920.0,4,2,2018,4.307291666666667,1.0,15
845,2017-11-01,2621.0,5809.0,12,2,2018,4.511964193492856,1.0,16
846,2017-11-02,427.0,960.0,2,2,2018,4.447916666666667,1.0,17
847,2017-11-03,2553.0,5760.0,12,2,2018,4.432291666666667,1.0,18
848,2017-11-04,1056.0,2451.0,5,2,2018,4.308445532435741,1.0,19
849,2017-11-05,2112.0,4806.0,10,2,2018,4.394506866416979,1.0,20
850,2017-11-06,584.0,1440.0,3,2,2018,4.055555555555555,1.0,21
851,2017-11-07,2167.0,4800.0,10,2,2018,4.514583333333333,1.0,22
852,2017-11-08,1092.0,2403.0,5,2,2018,4.544319600499375,1.0,23
853,2017-11-09,1089.0,2401.0,5,2,2018,4.53561016243232,1.0,24
854,2017-11-10,1592.0,3842.0,8,2,2018,4.143675169182718,1.0,25
855,2017-11-11,2396.0,5286.0,11,2,2018,4.532727960650775,1.0,26
856,2017-11-12,828.0,1923.0,4,2,2018,4.305772230889235,1.0,27
857,2017-11-13,1836.0,4314.0,9,2,2018,4.255910987482615,1.0,28
858,2017-11-14,641.0,1443.0,3,2,2018,4.442134442134442,1.0,29
859,2017-11-15,2266.0,5281.0,11,2,2018,4.29085400492331,1.0,30
860,2017-11-16,438.0,962.0,2,2,2018,4.5530145530145525,1.0,31
861,2017-11-17,2342.0,5332.0,11,2,2018,4.392348087021755,1.0,32
862,2017-11-18,1418.0,3364.0,7,2,2018,4.215219976218788,1.0,33
863,2017-11-19,1286.0,2883.0,6,2,2018,4.460631286853971,1.0,34
864,2017-11-20,2216.0,5330.0,11,2,2018,4.157598499061914,1.0,35
865,2017-11-21,197.0,482.0,1,2,2018,4.087136929460581,1.0,36
866,2017-11-22,2964.0,6811.0,14,2,2018,4.351783879019234,1.0,37
867,2017-11-24,2145.0,4804.0,10,2,2018,4.465029142381349,2.0,38
868,2017-11-25,2065.0,4801.0,10,2,2018,4.301187252655697,1.0,39
869,2017-11-26,606.0,1441.0,3,2,2018,4.205412907702984,1.0,40
870,2017-11-27,1748.0,3844.0,8,2,2018,4.5473465140478675,1.0,41
871,2017-11-28,971.0,2400.0,5,2,2018,4.045833333333333,1.0,42
872,2017-11-29,2237.0,4849.0,10,2,2018,4.61332233450196,1.0,43
873,2017-11-30,1088.0,2401.0,5,2,2018,4.531445231153686,1.0,44
874,2017-12-01,1712.0,3841.0,8,2,2018,4.457172611299141,1.0,45
875,2017-12-02,1738.0,3842.0,8,2,2018,4.523685580426861,1.0,46
876,2017-12-03,1031.0,2401.0,5,2,2018,4.294044148271554,1.0,47
877,2017-12-04,2269.0,5277.0,11,2,2018,4.29979154822816,1.0,48
878,2017-12-05,631.0,1436.0,3,2,2018,4.394150417827298,1.0,49
879,2017-12-06,2051.0,4857.0,10,2,2018,4.2227712579781755,1.0,50
880,2017-12-07,827.0,1919.0,4,2,2018,4.3095362167795725,1.0,51
881,2017-12-08,1696.0,3940.0,8,2,2018,4.304568527918781,1.0,52
882,2017-12-09,2126.0,4852.0,10,2,2018,4.3816982687551524,1.0,53
883,2017-12-10,1265.0,2927.0,6,2,2018,4.321831226511787,1.0,54
884,2017-12-11,1256.0,2882.0,6,2,2018,4.358084663428175,1.0,55
885,2017-12-12,1452.0,3463.0,7,2,2018,4.192896332659544,1.0,56
886,2017-12-13,1869.0,4313.0,9,2,2018,4.33341061905866,1.0,57
887,2017-12-14,1068.0,2403.0,5,2,2018,4.444444444444445,1.0,58
888,2017-12-15,2298.0,5489.0,11,2,2018,4.186554928037894,1.0,59
889,2017-12-16,1604.0,3845.0,8,2,2018,4.171651495448635,1.0,60
890,2017-12-17,836.0,1919.0,4,2,2018,4.356435643564356,1.0,61
891,2017-12-18,2110.0,4858.0,10,2,2018,4.343351173322355,1.0,62
892,2017-12-19,653.0,1438.0,3,2,2018,4.541029207232267,1.0,63
893,2017-12-20,2439.0,5747.0,12,2,2018,4.243953366974073,1.0,64
894,2017-12-21,1026.0,2398.0,5,2,2018,4.278565471226021,1.0,65
895,2017-12-22,1932.0,4327.0,9,2,2018,4.46498728911486,1.0,66
896,2017-12-23,2722.0,6301.0,13,2,2018,4.319949214410411,1.0,67
897,2017-12-25,1052.0,2401.0,5,2,2018,4.381507705122866,2.0,68
898,2017-12-26,1607.0,3851.0,8,2,2018,4.172942092962867,1.0,69
899,2017-12-27,2140.0,4851.0,10,2,2018,4.411461554318697,1.0,70
900,2017-12-28,1036.0,2401.0,5,2,2018,4.314868804664723,1.0,71
901,2017-12-29,1947.0,4323.0,9,2,2018,4.5038167938931295,1.0,72
902,2017-12-30,1484.0,3366.0,7,2,2018,4.408793820558526,1.0,73
903,2017-12-31,1587.0,3465.0,7,2,2018,4.58008658008658,1.0,74
904,2018-01-01,905.0,2020.0,4,2,2018,4.48019801980198,1.0,75
905,2018-01-02,1095.0,2404.0,5,2,2018,4.554908485856905,1.0,76
906,2018-01-03,2645.0,5772.0,12,2,2018,4.582467082467082,1.0,77
907,2018-01-04,482.0,961.0,2,2,2018,5.015608740894901,1.0,78
908,2018-01-05,2052.0,4851.0,10,2,2018,4.230055658627087,1.0,79
909,2018-01-06,1707.0,3842.0,8,2,2018,4.442998438313379,1.0,80
910,2018-01-07,1081.0,2402.0,5,2,2018,4.500416319733556,1.0,81
911,2018-01-08,1762.0,3888.0,8,2,2018,4.5318930041152266,1.0,82
912,2018-01-09,800.0,1917.0,4,2,2018,4.173187271778821,1.0,83
913,2018-01-10,2375.0,5382.0,11,2,2018,4.412857673727238,1.0,84
914,2018-01-11,859.0,1926.0,4,2,2018,4.460020768431984,1.0,85
915,2018-01-12,1870.0,4328.0,9,2,2018,4.320702402957486,1.0,86
916,2018-01-13,1519.0,3453.0,7,2,2018,4.39907326962062,1.0,87
917,2018-01-14,857.0,1970.0,4,2,2018,4.350253807106599,1.0,88
918,2018-01-15,2370.0,5277.0,11,2,2018,4.491188175099488,1.0,89
919,2018-01-16,875.0,1968.0,4,2,2018,4.446138211382114,1.0,90
920,2018-01-17,2095.0,4803.0,10,2,2018,4.361857172600458,1.0,91
921,2018-01-18,776.0,1923.0,4,2,2018,4.035361414456578,1.0,92
922,2018-01-19,1418.0,3363.0,7,2,2018,4.216473386856973,1.0,93
923,2018-01-20,2029.0,4319.0,9,2,2018,4.697846723778652,1.0,94
924,2018-01-21,813.0,1924.0,4,2,2018,4.225571725571726,1.0,95
925,2018-01-22,1904.0,4430.0,9,2,2018,4.297968397291196,1.0,96
926,2018-01-23,1087.0,2403.0,5,2,2018,4.523512276321265,1.0,97
927,2018-01-24,1870.0,4375.0,9,2,2018,4.274285714285714,1.0,98
928,2018-01-25,897.0,1921.0,4,2,2018,4.6694429984383135,1.0,99
929,2018-01-26,2066.0,4799.0,10,2,2018,4.305063554907273,1.0,100
930,2018-01-27,1476.0,3359.0,7,2,2018,4.394164930038702,1.0,101
931,2018-01-28,1540.0,3367.0,7,2,2018,4.573804573804574,1.0,102
932,2018-01-29,1241.0,2879.0,6,2,2018,4.31052448766933,1.0,103
933,2018-01-30,1932.0,4326.0,9,2,2018,4.466019417475728,1.0,104
934,2018-01-31,1673.0,3843.0,8,2,2018,4.353369763205829,1.0,105
935,2018-02-01,1088.0,2402.0,5,2,2018,4.529558701082432,1.0,106
936,2018-02-02,1969.0,4324.0,9,2,2018,4.553654024051804,1.0,107
937,2018-02-03,1931.0,4324.0,9,2,2018,4.46577243293247,1.0,108
938,2018-02-04,1215.0,2879.0,6,2,2018,4.22021535255297,1.0,109
939,2018-02-05,1509.0,3364.0,7,2,2018,4.485731272294887,1.0,110
940,2018-02-06,1686.0,3840.0,8,2,2018,4.390625,1.0,111
941,2018-02-07,1099.0,2449.0,5,2,2018,4.487545937117191,1.0,112
942,2018-02-08,1236.0,2979.0,6,2,2018,4.149043303121854,1.0,113
943,2018-02-09,1858.0,4318.0,9,2,2018,4.302918017600741,1.0,114
944,2018-02-10,1598.0,3462.0,7,2,2018,4.615829000577701,1.0,115
945,2018-02-11,1744.0,3846.0,8,2,2018,4.53458138325533,1.0,116
946,2018-02-12,1254.0,2885.0,6,2,2018,4.3466204506065855,1.0,117
947,2018-02-13,1331.0,2882.0,6,2,2018,4.618320610687023,1.0,118
948,2018-02-14,2650.0,5762.0,12,2,2018,4.599097535577924,1.0,119
949,2018-02-15,487.0,962.0,2,2,2018,5.0623700623700625,1.0,120
950,2018-02-16,279.0,402.0,1,2,2018,6.940298507462686,1.0,121
951,2018-02-18,293.0,480.0,1,2,2018,6.104166666666667,2.0,122
952,2018-02-22,1362.0,2880.0,6,2,2018,4.729166666666667,4.0,123
953,2018-02-23,2448.0,5375.0,11,2,2018,4.554418604651163,1.0,124
954,2018-02-24,1694.0,3840.0,8,2,2018,4.411458333333333,1.0,125
955,2018-02-25,1096.0,2451.0,5,2,2018,4.471644226846185,1.0,126
956,2018-02-26,2147.0,4808.0,10,2,2018,4.465474209650583,1.0,127
957,2018-02-27,1344.0,2877.0,6,2,2018,4.671532846715329,1.0,128
958,2018-02-28,1944.0,4374.0,9,2,2018,4.444444444444445,1.0,129
959,2018-03-01,883.0,1971.0,4,2,2018,4.479959411466261,1.0,130
960,2018-03-02,2164.0,4854.0,10,2,2018,4.458178821590441,1.0,131
961,2018-03-03,1519.0,3361.0,7,2,2018,4.5194882475453735,1.0,132
962,2018-03-04,1526.0,3361.0,7,2,2018,4.540315382326688,1.0,133
963,2018-03-05,1388.0,3361.0,7,2,2018,4.129723296637905,1.0,134
964,2018-03-06,1777.0,3887.0,8,2,2018,4.571649086699254,1.0,135
965,2018-03-07,1517.0,3413.0,7,2,2018,4.4447699970700265,1.0,136
966,2018-03-08,1088.0,2401.0,5,2,2018,4.531445231153686,1.0,137
967,2018-03-09,2086.0,4796.0,10,2,2018,4.349457881567973,1.0,138
968,2018-03-10,1078.0,2402.0,5,2,2018,4.487926727726895,1.0,139
969,2018-03-11,1990.0,4328.0,9,2,2018,4.597966728280961,1.0,140
970,2018-03-12,847.0,1923.0,4,2,2018,4.404576183047322,1.0,141
971,2018-03-13,2349.0,5285.0,11,2,2018,4.444654683065279,1.0,142
972,2018-03-14,957.0,2066.0,4,2,2018,4.632139399806389,1.0,143
973,2018-03-15,1943.0,4321.0,9,2,2018,4.496644295302013,1.0,144
974,2018-03-16,1256.0,2932.0,6,2,2018,4.283765347885403,1.0,145
975,2018-03-17,2359.0,5286.0,11,2,2018,4.462731744230042,1.0,146
976,2018-03-18,934.0,1919.0,4,2,2018,4.867118290776446,1.0,147
977,2018-03-19,1738.0,3936.0,8,2,2018,4.4156504065040645,1.0,148
978,2018-03-20,1452.0,3360.0,7,2,2018,4.321428571428571,1.0,149
979,2018-03-21,1778.0,3844.0,8,2,2018,4.625390218522373,1.0,150
980,2018-03-22,1310.0,2930.0,6,2,2018,4.4709897610921505,1.0,151
981,2018-03-23,2152.0,4855.0,10,2,2018,4.43254376930999,1.0,152
982,2018-03-24,1242.0,2880.0,6,2,2018,4.3125,1.0,153
983,2018-03-25,1913.0,4366.0,9,2,2018,4.381584974805314,1.0,154
984,2018-03-26,1100.0,2453.0,5,2,2018,4.484304932735426,1.0,155
985,2018-03-27,1613.0,3846.0,8,2,2018,4.1939677587103485,1.0,156
986,2018-03-28,1705.0,3841.0,8,2,2018,4.4389481905753705,1.0,157
987,2018-03-29,1024.0,2398.0,5,2,2018,4.27022518765638,1.0,158
988,2018-03-30,1867.0,4420.0,9,2,2018,4.223981900452489,1.0,159
989,2018-03-31,1060.0,2453.0,5,2,2018,4.321239298817774,1.0,160
990,2018-04-01,2683.0,6291.0,13,2,2018,4.26482276267684,1.0,161
991,2018-04-03,2763.0,6239.0,13,2,2018,4.428594326013784,2.0,162
992,2018-04-04,1255.0,2927.0,6,2,2018,4.287666552784421,1.0,163
993,2018-04-05,1294.0,2879.0,6,2,2018,4.494616186175755,1.0,164
994,2018-04-06,2139.0,4845.0,10,2,2018,4.414860681114551,1.0,165
995,2018-04-07,1363.0,2882.0,6,2,2018,4.7293546148507986,1.0,166
996,2018-04-08,1550.0,3355.0,7,2,2018,4.619970193740685,1.0,167
997,2018-04-09,1826.0,4322.0,9,2,2018,4.224895881536326,1.0,168
998,2018-04-10,1283.0,2876.0,6,2,2018,4.461057023643949,1.0,169
999,2018-04-11,2551.0,5862.0,12,2,2018,4.351757079495052,1.0,170
1000,2018-04-14,850.0,1923.0,4,3,2018,4.420176807072282,3.0,171
1001,2018-04-15,827.0,1971.0,4,3,2018,4.19583967529173,1.0,172
1002,2018-04-16,433.0,960.0,2,3,2018,4.510416666666667,1.0,173
1003,2018-04-17,688.0,1439.0,3,3,2018,4.7810979847116055,1.0,174
1004,2018-04-18,578.0,1438.0,3,3,2018,4.0194714881780245,1.0,175
1005,2018-04-19,664.0,1444.0,3,3,2018,4.598337950138504,1.0,176
1006,2018-04-20,615.0,1438.0,3,3,2018,4.276773296244784,1.0,177
1007,2018-04-21,905.0,1918.0,4,3,2018,4.7184567257559955,1.0,178
1008,2018-04-22,807.0,1918.0,4,3,2018,4.207507820646507,1.0,179
1009,2018-04-23,428.0,954.0,2,3,2018,4.486373165618448,1.0,180
1010,2018-04-24,564.0,1438.0,3,3,2018,3.9221140472878995,1.0,181
1011,2018-04-25,831.0,1921.0,4,3,2018,4.325871941697033,1.0,182
1012,2018-04-26,183.0,476.0,1,3,2018,3.84453781512605,1.0,183
1013,2018-04-27,589.0,1441.0,3,3,2018,4.087439278278973,1.0,184
1014,2018-04-28,432.0,961.0,2,3,2018,4.49531737773153,1.0,185
1015,2018-04-29,412.0,960.0,2,3,2018,4.291666666666667,1.0,186
1016,2018-04-30,218.0,481.0,1,3,2018,4.532224532224532,1.0,187
1017,2018-05-01,462.0,1009.0,2,3,2018,4.578790882061447,1.0,188
1018,2018-05-02,224.0,479.0,1,3,2018,4.676409185803758,1.0,189
1019,2018-05-03,449.0,961.0,2,3,2018,4.672216441207076,1.0,190
1020,2018-05-04,424.0,961.0,2,3,2018,4.41207075962539,1.0,191
1021,2018-05-05,407.0,1006.0,2,3,2018,4.045725646123261,1.0,192
1022,2018-05-06,397.0,960.0,2,3,2018,4.135416666666667,1.0,193
1023,2018-05-07,416.0,962.0,2,3,2018,4.324324324324325,1.0,194
1024,2018-05-08,431.0,960.0,2,3,2018,4.489583333333333,1.0,195
1025,2018-05-09,226.0,481.0,1,3,2018,4.698544698544699,1.0,196
1026,2018-05-13,191.0,481.0,1,3,2018,3.970893970893971,4.0,197
1027,2018-05-14,225.0,480.0,1,3,2018,4.6875,1.0,198
1028,2018-05-15,201.0,478.0,1,3,2018,4.2050209205020925,1.0,199
1029,2018-05-16,232.0,480.0,1,3,2018,4.833333333333333,1.0,200
1030,2018-05-19,202.0,482.0,1,3,2018,4.190871369294605,3.0,201
1031,2018-05-20,211.0,480.0,1,3,2018,4.395833333333333,1.0,202
1032,2018-05-21,213.0,478.0,1,3,2018,4.456066945606695,1.0,203
1033,2018-05-22,187.0,481.0,1,3,2018,3.8877338877338876,1.0,204
1034,2018-05-23,179.0,481.0,1,3,2018,3.7214137214137213,1.0,205
1035,2018-05-24,192.0,481.0,1,3,2018,3.9916839916839915,1.0,206
1036,2018-05-25,208.0,481.0,1,3,2018,4.324324324324325,1.0,207
1037,2018-05-26,201.0,477.0,1,3,2018,4.213836477987421,1.0,208
1038,2018-05-27,166.0,480.0,1,3,2018,3.4583333333333335,1.0,209
1039,2018-05-28,193.0,480.0,1,3,2018,4.020833333333333,1.0,210
1040,2018-05-31,238.0,529.0,1,3,2018,4.499054820415879,3.0,211
1041,2018-06-03,225.0,476.0,1,3,2018,4.726890756302521,3.0,212
1042,2018-06-06,212.0,479.0,1,3,2018,4.4258872651356995,3.0,213
1043,2018-06-08,193.0,483.0,1,3,2018,3.995859213250518,2.0,214
